,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup,stockInvestmentRatio
2985,209,1999,0,1,54,17.61,71.63,21.15,21.15,1,5.87,0.0,35.23,96.29,61.06,Divorced,employed,college,White,finance,owner,High,Yes,40-60,1990s,0.16661935850127735
2986,2326,1999,2,2,35,4.7,121.53,30.67,61.33,0,0.0,111.55,120.95,142.08,21.14,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
2987,4581,1999,2,3,30,0.0,51.67,9.71,29.14,0,0.0,0.0,29.94,29.94,0.0,Separated,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
2989,5030,1999,0,2,51,11.74,88.07,14.39,28.78,0,0.0,0.0,5.87,78.67,72.8,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2990,4632,1999,0,2,48,3.52,50.49,16.4,32.79,0,0.0,1.76,110.38,155.89,45.51,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
2991,5532,1999,4,2,30,5.87,95.11,12.16,24.32,0,0.0,0.0,17.61,17.61,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.0
2992,3433,1999,0,2,57,12.92,122.12,23.22,46.44,0,0.0,234.85,383.98,452.08,68.11,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
2993,2372,1999,0,2,33,2.94,62.82,10.12,20.25,0,0.0,4.11,-23.25,-20.9,2.35,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,-0.0
2994,1343,1999,0,3,34,1.17,75.74,11.04,33.11,0,0.0,0.0,23.48,84.55,61.06,Married,employed,college,otherRace,noneFinance,owner,High,No,20-40,1990s,0.0
2996,3281,1999,0,2,60,153.83,124.47,19.07,38.14,1,704.55,362.84,1818.9,1984.47,165.57,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.38734949694870524
2997,4403,1999,2,2,38,21.14,142.08,21.92,43.84,1,17.61,0.0,52.72,52.72,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.3340288315629742
2998,782,1999,0,4,45,5.87,35.23,8.45,33.81,1,0.0,0.0,52.84,91.59,38.75,Married,employed,college,AmericanIndian,noneFinance,owner,High,No,40-60,1990s,0.0
2999,1576,1999,0,3,38,9.39,37.69,4.96,14.88,1,5.87,4.7,31.7,31.7,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.18517350157728707
3000,3245,1999,0,4,36,35.23,35.23,15.54,62.18,1,88.07,117.42,834.89,1022.77,187.88,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.10548695037669632
3001,5961,1999,0,1,30,0.0,11.74,15.83,15.83,0,0.0,0.0,2.94,49.91,46.97,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3002,1234,1999,0,1,46,0.0,9.39,21.54,21.54,0,0.0,0.0,-4.11,-4.11,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s,-0.0
3004,1038,1999,0,5,39,9.39,111.55,11.56,57.81,1,5.87,7.05,39.92,112.73,72.8,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.1470440881763527
3005,723,1999,0,1,34,1.76,76.33,37.94,37.94,1,17.61,0.0,16.44,75.15,58.71,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
3007,5028,1999,0,5,45,4.7,123.3,5.56,27.82,1,8.22,17.61,-103.92,72.22,176.14,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3008,5920,1999,0,2,41,7.05,108.03,16.81,33.62,0,0.0,140.91,176.84,302.48,125.64,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3009,5254,1999,0,6,39,2.35,145.61,9.21,55.28,1,12.92,352.27,463.83,517.84,54.02,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.027855033094021518
3010,2355,1999,1,4,42,0.23,15.05,3.93,15.72,0,0.0,0.0,0.0,0.0,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
3011,392,1999,0,4,48,2.94,46.23,6.88,27.52,0,0.0,4.7,11.16,74.98,63.83,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3012,566,1999,0,4,33,0.94,51.65,9.18,36.72,0,0.0,0.0,4.93,20.2,15.27,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3014,3503,1999,0,1,38,0.59,24.66,18.43,18.43,0,0.0,0.0,-18.2,-18.2,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
3015,2978,1999,0,6,31,0.35,109.32,11.25,67.52,0,0.0,0.0,12.09,87.25,75.15,neverMarried,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3016,701,1999,0,2,57,11.74,98.64,20.39,40.77,0,0.0,95.11,116.25,480.27,364.02,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3019,4174,1999,1,2,46,1.17,52.84,12.11,24.22,0,0.0,0.0,-10.57,-10.57,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s,-0.0
3020,5550,1999,4,2,43,1.88,44.62,12.89,25.77,0,0.0,0.0,13.62,13.62,0.0,Married,unemployed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
3021,2833,1999,0,1,57,29.36,45.8,26.19,26.19,0,0.0,0.0,35.23,57.54,22.31,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3022,3608,1999,1,2,34,4.34,32.41,13.37,26.74,0,0.0,0.0,-33.23,-33.23,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,-0.0
3024,4853,1999,3,2,49,3.52,49.32,15.21,30.43,0,0.0,0.0,18.79,38.75,19.96,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3025,6405,1999,2,1,53,2.35,0.0,27.64,27.64,0,0.0,0.0,7.63,36.99,29.36,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3029,2588,1999,0,4,42,35.23,91.83,12.39,49.57,0,0.0,0.0,251.29,280.64,29.36,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3030,2687,1999,0,2,35,2.94,57.54,26.55,53.09,1,35.23,0.0,-18.2,46.38,64.58,Married,unemployed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
3031,3359,1999,0,4,33,1.17,116.25,11.48,45.92,0,0.0,0.0,16.44,57.54,41.1,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3032,6375,1999,1,2,43,0.0,2.94,26.88,53.76,0,0.0,0.0,35.23,64.58,29.36,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3033,5729,1999,0,4,46,8.22,137.39,15.39,61.57,0,0.0,23.48,34.64,75.74,41.1,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3035,3391,1999,0,2,36,3.76,89.24,21.33,42.66,0,0.0,0.0,-30.88,-47.32,-16.44,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,-0.0
3036,4858,1999,1,5,33,0.12,47.44,7.04,35.2,0,0.0,19.96,38.28,39.45,1.17,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
3038,1489,1999,1,4,49,4.7,63.41,6.35,25.39,0,0.0,0.0,110.38,110.38,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
3039,2459,1999,3,3,54,1.76,14.8,10.32,30.95,0,0.0,0.0,107.44,189.64,82.2,Widowed,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
3040,6008,1999,0,4,32,75.15,107.23,9.67,38.67,0,0.0,0.0,486.14,486.14,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
3041,1270,1999,0,4,32,1.17,35.81,6.96,27.83,0,0.0,0.0,18.79,47.56,28.77,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3042,2741,1999,0,4,35,1.17,52.84,7.11,28.43,1,2.35,0.0,27.95,38.52,10.57,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.08407871198568874
3043,987,1999,0,2,60,0.0,94.94,17.07,34.15,0,0.0,193.75,240.72,258.33,17.61,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3044,5852,1999,0,1,35,1.17,76.33,21.5,21.5,0,0.0,0.0,4.11,4.11,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.0
3045,5000,1999,2,3,33,1.76,113.31,16.34,49.02,1,23.48,0.0,-7.05,41.1,48.14,Married,employed,postGraduate,Latino,noneFinance,owner,High,No,20-40,1990s,0.0
3046,1575,1999,0,4,35,0.0,8.22,12.77,51.1,0,0.0,0.0,-38.75,14.09,52.84,Married,employed,postGraduate,Latino,noneFinance,owner,High,No,20-40,1990s,-0.0
3048,4319,1999,8,4,44,0.0,106.89,12.18,48.71,1,95.11,0.0,259.27,514.08,254.81,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.36683765958267445
3049,4321,1999,0,2,51,7.05,105.68,30.85,61.7,1,117.42,0.0,224.28,629.39,405.11,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.523542001070091
3053,1229,1999,3,4,30,1.09,0.0,7.23,28.9,0,0.0,11.74,181.93,181.93,0.0,Separated,unemployed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
3057,5208,1999,1,1,52,1.17,84.55,23.61,23.61,0,0.0,0.0,-1.17,-1.17,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,-0.0
3060,3579,1999,0,3,47,11.74,76.33,13.65,40.94,0,0.0,0.0,105.68,204.32,98.64,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3061,2954,1999,3,4,38,0.12,19.96,4.19,16.76,0,0.0,0.0,1.41,1.41,0.0,Separated,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.0
3062,3084,1999,0,4,41,0.35,53.43,10.64,42.56,0,0.0,0.0,29.71,38.52,8.81,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3063,5657,1999,0,1,55,2.35,17.61,7.48,7.48,0,0.0,0.0,8.22,102.16,93.94,Widowed,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3064,5616,1999,1,5,36,5.87,52.84,5.2,25.98,0,0.0,0.0,27.59,69.87,42.27,Married,unemployed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3067,6696,1999,0,5,36,0.7,61.06,7.68,38.39,0,0.0,0.0,12.45,12.45,0.0,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3068,6312,1999,6,4,34,1.17,108.03,9.93,39.71,0,0.0,0.0,5.87,22.88,17.01,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3069,1250,1999,0,4,56,0.59,22.31,4.42,17.67,0,0.0,0.0,1.76,1.76,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
3070,2618,1999,1,4,32,1.06,37.58,4.37,17.48,0,0.0,0.0,53.9,71.51,17.61,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3071,6777,1999,0,4,45,24.66,100.98,8.47,33.89,0,0.0,0.0,42.98,119.3,76.33,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3072,6879,1999,2,4,44,11.74,30.53,16.32,65.27,1,35.23,11.74,171.44,311.17,139.73,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.20549463369108725
3073,5076,1999,0,4,36,0.01,15.27,6.18,24.73,0,0.0,0.0,-0.69,-0.69,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,-0.0
3075,953,1999,1,2,44,0.17,18.23,11.56,23.12,0,0.0,0.0,0.76,0.76,0.0,Separated,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s,0.0
3076,2067,1999,0,3,36,29.36,139.15,7.07,21.2,1,58.71,105.68,254.34,377.64,123.3,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.23083274357159708
3080,4012,1999,2,1,45,46.97,0.0,48.63,48.63,1,11.74,212.54,290.04,290.04,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.04047717556199145
3081,2919,1999,2,4,43,2.35,41.1,7.54,30.15,1,117.42,0.0,129.17,170.27,41.1,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.9090346055585663
3083,1395,1999,1,3,48,0.0,0.0,9.47,28.4,0,0.0,70.45,98.64,210.19,111.55,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3084,3041,1999,0,3,40,0.0,23.95,6.5,19.5,0,0.0,0.0,8.45,8.45,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
3086,1850,1999,0,1,50,0.59,0.0,20.51,20.51,0,0.0,0.0,114.96,166.62,51.67,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3088,1501,1999,0,2,39,14.09,73.98,13.82,27.65,0,0.0,0.0,55.19,90.42,35.23,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3090,5283,1999,0,5,43,5.87,45.56,7.76,38.82,0,0.0,41.1,77.5,190.23,112.73,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3091,6485,1999,0,3,40,1.53,67.59,20.05,60.15,1,5.87,0.0,722.98,758.21,35.23,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.00811917342111815
3092,833,1999,0,3,57,0.59,17.61,5.45,16.35,0,0.0,0.0,6.46,182.59,176.14,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3093,5324,1999,0,2,47,0.0,0.94,6.36,12.73,0,0.0,0.0,-1.76,-1.76,0.0,Separated,unemployed,college,Latino,noneFinance,renter,High,No,40-60,1990s,-0.0
3094,834,1999,0,1,46,0.18,1.76,3.1,3.1,0,0.0,0.0,-4.29,-4.29,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,-0.0
3097,1160,1999,0,4,46,0.0,52.84,15.63,62.52,0,0.0,0.0,295.91,401.59,105.68,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3098,2474,1999,1,6,44,0.0,21.37,2.02,12.12,0,0.0,0.0,23.84,82.55,58.71,Separated,employed,highSchool,Latino,noneFinance,owner,Low,No,40-60,1990s,0.0
3103,561,1999,2,5,30,0.0,28.89,4.11,20.53,0,0.0,0.0,-4.7,-4.7,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
3105,1582,1999,0,1,46,0.0,34.05,10.23,10.23,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
3106,2617,1999,0,5,42,6.22,12.92,19.95,99.74,1,1.53,8.81,348.28,571.39,223.11,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.004393017112667969
3107,1960,1999,0,4,40,4.7,76.91,10.62,42.49,1,17.61,17.61,896.77,922.6,25.83,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.01963714218807498
3108,4741,1999,0,1,37,2.94,43.45,19.09,19.09,0,0.0,58.71,58.12,148.54,90.42,Divorced,employed,college,White,finance,owner,High,Yes,20-40,1990s,0.0
3110,1963,1999,0,3,33,0.82,93.94,22.24,66.71,1,7.05,2.58,177.19,177.19,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.03978779840848806
3112,4958,1999,0,2,46,0.06,82.2,14.83,29.65,0,0.0,0.0,-4.64,15.32,19.96,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,-0.0
3113,1193,1999,1,5,44,1.17,38.63,6.36,31.8,0,0.0,8.22,31.47,64.35,32.88,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3114,857,1999,1,5,39,0.0,39.57,8.06,40.32,0,0.0,1.17,-76.77,-76.77,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
3115,622,1999,0,4,44,2.35,70.45,13.97,55.89,0,0.0,41.1,25.83,59.3,33.47,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3116,1355,1999,0,4,42,3.52,145.61,14.56,58.25,0,0.0,187.88,199.03,241.31,42.27,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3118,2437,1999,0,1,60,0.0,34.05,7.08,7.08,0,0.0,0.0,2.35,16.44,14.09,Widowed,retired,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
3119,1737,1999,1,6,31,0.03,7.05,3.98,23.89,0,0.0,0.0,-0.09,-0.09,0.0,Divorced,unemployed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,-0.0
3120,2374,1999,1,4,35,2.82,84.55,7.05,28.2,0,0.0,0.0,18.67,10.45,-8.22,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,20-40,1990s,0.0
3121,4756,1999,0,1,60,0.94,38.75,17.53,17.53,0,0.0,0.0,13.86,13.86,0.0,Separated,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
3122,4862,1999,1,9,37,1.76,7.05,5.23,47.09,1,0.08,0.0,10.06,10.06,0.0,Married,unemployed,college,White,noneFinance,renter,High,No,20-40,1990s,0.007952286282306162
3123,6703,1999,0,1,32,0.0,14.76,13.98,13.98,0,0.0,0.0,0.59,0.59,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,0.0
3124,6165,1999,1,5,41,0.0,30.53,5.4,26.99,0,0.0,0.0,2.35,8.22,5.87,Divorced,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
3126,2756,1999,0,1,36,0.33,28.3,10.19,10.19,0,0.0,0.0,4.44,83.11,78.67,neverMarried,employed,college,White,finance,owner,High,Yes,20-40,1990s,0.0
3129,435,1999,1,2,57,7.05,99.81,27.89,55.77,0,0.0,129.17,288.86,558.94,270.08,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3130,3779,1999,1,3,36,23.48,170.27,20.33,60.99,1,410.98,17.61,469.7,469.7,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.8749840323610816
3131,2706,1999,0,2,54,3.52,183.18,45.28,90.57,0,0.0,234.85,234.85,501.4,266.55,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3132,6067,1999,0,1,45,14.09,61.06,91.57,91.57,0,0.0,0.0,895.95,1659.2,763.26,Separated,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3134,3432,1999,0,3,44,5.87,30.53,22.88,68.65,0,0.0,0.0,314.7,335.83,21.14,Separated,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3135,1002,1999,0,1,60,2.35,17.61,26.47,26.47,1,35.23,0.0,187.29,251.88,64.58,Divorced,retired,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.1881040098243366
3136,5023,1999,0,2,32,11.74,111.55,31.82,63.64,1,82.2,14.09,102.16,150.3,48.14,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.8046202036021927
3137,2466,1999,0,2,55,5.87,98.64,20.79,41.57,0,0.0,0.0,9.02,124.1,115.08,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3138,3957,1999,3,2,32,0.09,11.74,16.83,33.65,0,0.0,0.0,10.66,10.66,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
3140,6095,1999,2,2,34,0.47,35.23,13.15,26.29,0,0.0,0.0,15.85,15.85,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
3141,3050,1999,0,3,40,0.59,62.47,15.16,45.47,0,0.0,0.0,51.78,51.78,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
3143,6697,1999,1,2,43,3.52,52.61,12.03,24.06,0,0.0,0.0,11.74,88.07,76.33,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3144,6250,1999,1,1,39,0.7,43.45,30.36,30.36,0,0.0,0.0,14.8,15.97,1.17,Divorced,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s,0.0
3147,1745,1999,0,1,48,1.17,46.97,28.01,28.01,0,0.0,23.48,42.74,54.48,11.74,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3148,4046,1999,0,4,43,17.61,199.62,11.04,44.15,1,58.71,88.07,3123.48,3305.49,182.01,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.018796342541011948
3149,4829,1999,1,3,54,17.61,105.68,26.85,80.56,0,0.0,0.0,66.93,245.42,178.48,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3152,5070,1999,1,5,31,2.35,0.0,5.71,28.53,0,0.0,0.0,119.77,119.77,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
3153,3852,1999,0,2,46,5.87,71.63,20.39,40.77,1,108.03,21.14,234.85,336.77,101.92,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.4599957419629551
3154,4925,1999,0,4,43,4.11,14.09,11.0,43.98,0,0.0,0.0,31.12,61.65,30.53,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3156,6104,1999,2,5,43,0.0,77.5,8.6,42.98,0,0.0,0.0,-2.35,-2.35,0.0,Separated,unemployed,college,Black,noneFinance,renter,High,No,40-60,1990s,-0.0
3157,6611,1999,0,4,39,0.59,35.23,4.42,17.66,0,0.0,0.0,-8.81,-8.81,0.0,Separated,employed,college,Black,noneFinance,renter,High,No,20-40,1990s,-0.0
3159,5349,1999,0,5,38,15.27,130.34,9.75,48.74,0,0.0,0.0,153.83,163.22,9.39,Married,employed,postGraduate,Black,finance,owner,High,Yes,20-40,1990s,0.0
3160,3239,1999,0,3,41,0.0,29.36,7.3,21.89,0,0.0,0.0,0.0,11.74,11.74,Separated,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
3163,565,1999,1,4,42,41.1,82.2,12.86,51.43,0,0.0,0.0,19.96,19.96,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
3164,809,1999,1,2,56,82.2,28.18,7.97,15.94,0,0.0,0.0,186.7,245.42,58.71,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
3165,4586,1999,5,6,31,0.94,41.69,6.84,41.01,0,0.0,0.0,5.75,5.75,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,0.0
3167,2412,1999,1,4,50,5.87,56.95,5.13,20.53,0,0.0,0.0,9.39,38.75,29.36,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
3169,386,1999,0,3,51,0.0,23.48,10.05,30.16,0,0.0,0.0,7.05,21.61,14.56,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
3171,4485,1999,0,3,41,24.66,96.88,12.04,36.13,0,0.0,37.58,203.73,309.41,105.68,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
3172,155,1999,4,5,34,0.7,26.69,6.5,32.48,0,0.0,0.0,8.34,-9.14,-17.48,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3174,1880,1999,0,1,50,0.0,23.48,8.99,8.99,0,0.0,0.0,-5.34,-5.34,0.0,Widowed,employed,college,White,noneFinance,renter,High,No,40-60,1990s,-0.0
3175,3761,1999,0,1,40,0.0,14.58,12.06,12.06,1,2.35,0.0,7.63,7.63,0.0,Separated,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,0.30799475753604194
3176,567,1999,0,3,49,5.87,59.89,11.06,33.19,0,0.0,0.0,40.28,57.89,17.61,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
3178,1511,1999,0,3,48,2.35,78.67,13.1,39.3,1,2.35,0.0,89.01,147.72,58.71,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.026401527918211435
3179,1305,1999,0,1,50,0.0,0.0,9.29,9.29,0,0.0,0.0,-16.44,49.32,65.76,Divorced,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,-0.0
3181,4721,1999,0,2,52,0.0,41.1,7.74,15.48,0,0.0,0.0,14.09,84.55,70.45,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
3182,6973,1999,8,2,30,0.59,42.27,13.02,26.04,1,2.94,0.0,-25.83,-25.83,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
3185,6244,1999,0,2,54,0.03,0.0,6.46,12.91,0,0.0,0.0,0.08,0.08,0.0,Separated,retired,highSchool,White,noneFinance,renter,Low,No,40-60,1990s,0.0
3186,4710,1999,1,4,35,0.18,31.7,6.56,26.25,0,0.0,0.0,18.38,30.12,11.74,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3187,4491,1999,0,2,32,0.0,26.42,7.7,15.4,0,0.0,0.0,1.88,1.88,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
3188,187,1999,0,2,52,31.7,59.89,12.38,24.76,0,0.0,293.56,339.36,462.65,123.3,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3190,2473,1999,0,2,42,0.59,66.34,18.51,37.03,1,70.45,0.0,76.91,99.81,22.9,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.9160057209725654
3192,573,1999,0,2,48,1.29,96.29,19.3,38.6,0,0.0,0.0,1.41,69.52,68.11,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3193,5464,1999,0,2,57,2.35,70.45,9.46,18.92,0,0.0,105.68,160.87,257.75,96.88,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
3194,5026,1999,0,4,36,4.7,60.47,4.19,16.75,0,0.0,0.0,18.79,28.18,9.39,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3196,5024,1999,0,4,38,0.59,72.8,6.75,26.98,0,0.0,5.87,12.92,18.67,5.75,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
3197,6978,1999,0,4,45,0.59,25.83,7.99,31.97,0,0.0,0.0,82.78,164.98,82.2,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
