,Unnamed: 0,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup
2547,2884,1439,1999,1,2,53,17.61,108.03,15.68,31.36,1,176.14,234.85,446.21,511.97,65.76,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2549,2886,3273,1999,0,5,35,2.35,64.0,5.64,28.22,0,0.0,0.0,21.14,57.54,36.4,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2550,2887,3653,1999,1,6,37,29.36,44.03,6.14,36.83,0,0.0,52.84,99.81,193.75,93.94,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2551,2888,1905,1999,0,3,35,0.21,27.01,10.78,32.34,0,0.0,0.0,-66.14,-66.14,0.0,Married,unemployed,postGraduate,otherRace,noneFinance,renter,High,No,20-40,1990s
2552,2889,4127,1999,0,2,32,7.05,46.97,13.58,27.16,0,0.0,0.0,44.62,44.62,0.0,Divorced,employed,postGraduate,Black,noneFinance,renter,High,No,20-40,1990s
2554,2891,5304,1999,0,1,48,29.36,45.8,14.71,14.71,1,11.74,0.0,50.49,50.49,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
2555,2892,5398,1999,0,2,42,9.39,49.32,21.55,43.11,1,9.39,18.79,37.58,69.28,31.7,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2556,2893,4088,1999,0,6,60,0.0,55.66,2.49,14.92,0,0.0,0.0,4.93,98.87,93.94,Married,employed,college,White,noneFinance,owner,High,No,60-80,1990s
2557,2894,5996,1999,6,2,30,12.92,79.85,10.07,20.15,0,0.0,0.0,67.28,91.94,24.66,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2558,2895,3083,1999,0,5,35,0.0,41.1,4.6,23.02,0,0.0,0.0,-11.16,-11.16,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2559,2896,2679,1999,0,5,38,17.61,77.5,8.91,44.53,0,0.0,5.87,176.14,211.36,35.23,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2563,2901,6720,1999,5,5,30,0.59,66.93,10.09,50.45,0,0.0,5.64,-34.88,-34.88,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2564,2902,1954,1999,1,2,52,0.02,57.54,12.67,25.35,0,0.0,0.0,15.29,25.86,10.57,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2565,2903,6471,1999,0,2,51,7.05,54.95,10.41,20.83,0,0.0,0.0,14.09,87.74,73.64,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2569,2907,3920,1999,0,6,42,14.09,223.11,10.85,65.09,0,0.0,29.36,43.45,160.87,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2570,2908,3381,1999,0,8,41,4.7,73.95,5.0,40.03,1,11.74,29.36,54.02,86.89,32.88,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2571,2909,3513,1999,0,1,39,2.11,43.45,20.02,20.02,0,0.0,4.11,5.64,59.65,54.02,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2572,2910,4740,1999,0,5,37,0.0,73.04,8.76,43.8,0,0.0,58.71,56.36,73.98,17.61,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2574,2912,3039,1999,1,3,46,0.59,58.05,9.58,28.74,0,0.0,0.0,-12.92,-29.36,-16.44,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2577,2918,5247,1999,1,4,40,117.42,11.74,9.78,39.11,0,0.0,18.79,177.31,300.61,123.3,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2578,2919,5454,1999,1,2,38,0.01,0.0,13.65,27.3,0,0.0,0.0,-23.35,-23.35,0.0,Separated,unemployed,college,White,noneFinance,renter,High,No,20-40,1990s
2579,2920,3313,1999,0,1,37,1.17,11.74,24.79,24.79,0,0.0,0.0,-4.7,200.8,205.49,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2580,2921,4621,1999,0,4,42,176.14,0.0,8.94,35.74,1,23.48,23.48,587.12,587.12,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2581,2923,2320,1999,0,5,46,234.85,105.68,4.18,20.92,1,234.85,93.94,575.38,868.94,293.56,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2582,2924,6061,1999,0,6,44,23.48,84.55,7.38,44.26,0,0.0,234.85,275.95,534.28,258.33,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2583,2925,4267,1999,1,5,49,9.39,35.23,5.18,25.92,0,0.0,0.0,112.73,247.77,135.04,Widowed,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2585,2928,5389,1999,0,4,42,5.87,77.38,13.68,54.71,0,0.0,58.71,382.8,429.77,46.97,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2587,2930,3944,1999,2,1,56,2.94,75.15,20.3,20.3,0,0.0,16.44,29.94,29.94,0.0,Separated,retired,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2588,2931,5742,1999,3,1,57,16.2,0.0,41.64,41.64,0,0.0,7.05,26.19,115.43,89.24,Separated,unemployed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2591,2934,5196,1999,3,1,59,0.0,17.61,16.53,16.53,0,0.0,0.0,1.76,17.61,15.85,Widowed,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2592,2935,5048,1999,0,2,32,3.17,29.36,12.09,24.17,0,0.0,0.0,-9.16,-9.16,0.0,neverMarried,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
2595,2938,3539,1999,0,1,44,2.94,37.58,23.88,23.88,0,0.0,12.92,23.6,110.5,86.89,Divorced,employed,college,White,finance,owner,High,Yes,40-60,1990s
2597,2940,3751,1999,1,2,51,1.17,69.28,16.3,32.6,0,0.0,88.07,645.83,716.29,70.45,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2598,2941,4434,1999,0,4,51,29.36,65.76,7.14,28.55,0,0.0,0.0,76.33,311.17,234.85,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2601,2944,6781,1999,2,1,49,0.18,37.58,6.71,6.71,0,0.0,0.0,-8.87,-8.87,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2602,2945,2317,1999,0,4,47,35.23,81.02,6.84,27.35,0,0.0,8.22,61.06,102.16,41.1,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2603,2946,1276,1999,0,4,46,15.85,55.78,5.35,21.42,0,0.0,0.0,27.59,98.05,70.45,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s
2605,2948,6431,1999,3,2,47,0.0,30.53,22.54,45.09,0,0.0,0.0,-3.52,86.89,90.42,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2607,2950,3131,1999,0,2,31,17.61,177.9,38.07,76.14,1,3.57,0.0,-43.4,-19.92,23.48,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2609,2952,2485,1999,0,7,52,0.0,0.0,3.67,25.71,0,0.0,0.0,21.14,68.11,46.97,Married,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2610,2953,1730,1999,0,4,44,0.94,68.11,5.66,22.65,0,0.0,0.0,5.64,11.51,5.87,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2611,2954,3771,1999,0,4,43,1.41,66.81,12.11,48.44,0,0.0,0.0,7.28,7.28,0.0,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2612,2955,3837,1999,0,1,36,0.0,18.32,10.31,10.31,0,0.0,0.0,-24.66,-24.66,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
2613,2956,2486,1999,3,4,50,0.0,0.0,4.17,16.67,0,0.0,0.0,-34.64,-34.64,0.0,Widowed,unemployed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
2614,2958,5156,1999,1,1,56,2.35,0.0,12.21,12.21,0,0.0,0.0,11.39,11.39,0.0,Divorced,unemployed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2618,2963,2238,1999,0,5,45,3.52,132.69,13.05,65.25,0,0.0,11.74,25.83,77.5,51.67,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2620,2966,6150,1999,1,2,52,9.39,107.33,17.16,34.32,0,0.0,293.56,318.22,400.42,82.2,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2625,2972,3774,1999,1,2,41,1.76,23.48,13.9,27.81,0,0.0,0.0,32.29,32.29,0.0,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2626,2974,1990,1999,1,4,32,2.35,63.46,9.88,39.52,0,0.0,0.0,10.57,37.58,27.01,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2629,2977,6315,1999,0,4,48,23.48,69.87,11.82,47.27,1,234.85,70.45,412.16,412.16,0.0,Married,retired,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2630,2979,718,1999,0,3,35,2.94,64.58,8.9,26.7,0,0.0,8.22,27.36,27.36,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2633,2982,3560,1999,0,1,53,0.0,58.71,12.37,12.37,0,0.0,0.0,10.57,155.0,144.43,Divorced,employed,college,Black,noneFinance,owner,High,No,40-60,1990s
2635,2984,1290,1999,0,2,55,58.71,34.05,12.31,24.62,1,8.22,0.0,113.9,219.58,105.68,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2636,2985,209,1999,0,1,54,17.61,71.63,21.15,21.15,1,5.87,0.0,35.23,96.29,61.06,Divorced,employed,college,White,finance,owner,High,Yes,40-60,1990s
2637,2986,2326,1999,2,2,35,4.7,121.53,30.67,61.33,0,0.0,111.55,120.95,142.08,21.14,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2638,2987,4581,1999,2,3,30,0.0,51.67,9.71,29.14,0,0.0,0.0,29.94,29.94,0.0,Separated,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2640,2989,5030,1999,0,2,51,11.74,88.07,14.39,28.78,0,0.0,0.0,5.87,78.67,72.8,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2641,2990,4632,1999,0,2,48,3.52,50.49,16.4,32.79,0,0.0,1.76,110.38,155.89,45.51,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2642,2991,5532,1999,4,2,30,5.87,95.11,12.16,24.32,0,0.0,0.0,17.61,17.61,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
2643,2992,3433,1999,0,2,57,12.92,122.12,23.22,46.44,0,0.0,234.85,383.98,452.08,68.11,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2644,2993,2372,1999,0,2,33,2.94,62.82,10.12,20.25,0,0.0,4.11,-23.25,-20.9,2.35,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2645,2994,1343,1999,0,3,34,1.17,75.74,11.04,33.11,0,0.0,0.0,23.48,84.55,61.06,Married,employed,college,otherRace,noneFinance,owner,High,No,20-40,1990s
2646,2997,4403,1999,2,2,38,21.14,142.08,21.92,43.84,1,17.61,0.0,52.72,52.72,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
2647,2998,782,1999,0,4,45,5.87,35.23,8.45,33.81,1,0.0,0.0,52.84,91.59,38.75,Married,employed,college,AmericanIndian,noneFinance,owner,High,No,40-60,1990s
2648,2999,1576,1999,0,3,38,9.39,37.69,4.96,14.88,1,5.87,4.7,31.7,31.7,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2649,3001,5961,1999,0,1,30,0.0,11.74,15.83,15.83,0,0.0,0.0,2.94,49.91,46.97,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2650,3002,1234,1999,0,1,46,0.0,9.39,21.54,21.54,0,0.0,0.0,-4.11,-4.11,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
2652,3004,1038,1999,0,5,39,9.39,111.55,11.56,57.81,1,5.87,7.05,39.92,112.73,72.8,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2653,3005,723,1999,0,1,34,1.76,76.33,37.94,37.94,1,17.61,0.0,16.44,75.15,58.71,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2655,3007,5028,1999,0,5,45,4.7,123.3,5.56,27.82,1,8.22,17.61,-103.92,72.22,176.14,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2656,3008,5920,1999,0,2,41,7.05,108.03,16.81,33.62,0,0.0,140.91,176.84,302.48,125.64,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2657,3009,5254,1999,0,6,39,2.35,145.61,9.21,55.28,1,12.92,352.27,463.83,517.84,54.02,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2658,3010,2355,1999,1,4,42,0.23,15.05,3.93,15.72,0,0.0,0.0,0.0,0.0,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2659,3011,392,1999,0,4,48,2.94,46.23,6.88,27.52,0,0.0,4.7,11.16,74.98,63.83,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2660,3012,566,1999,0,4,33,0.94,51.65,9.18,36.72,0,0.0,0.0,4.93,20.2,15.27,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2662,3014,3503,1999,0,1,38,0.59,24.66,18.43,18.43,0,0.0,0.0,-18.2,-18.2,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2663,3015,2978,1999,0,6,31,0.35,109.32,11.25,67.52,0,0.0,0.0,12.09,87.25,75.15,neverMarried,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2664,3016,701,1999,0,2,57,11.74,98.64,20.39,40.77,0,0.0,95.11,116.25,480.27,364.02,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2667,3019,4174,1999,1,2,46,1.17,52.84,12.11,24.22,0,0.0,0.0,-10.57,-10.57,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2668,3020,5550,1999,4,2,43,1.88,44.62,12.89,25.77,0,0.0,0.0,13.62,13.62,0.0,Married,unemployed,college,White,noneFinance,renter,High,No,40-60,1990s
2669,3021,2833,1999,0,1,57,29.36,45.8,26.19,26.19,0,0.0,0.0,35.23,57.54,22.31,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2670,3022,3608,1999,1,2,34,4.34,32.41,13.37,26.74,0,0.0,0.0,-33.23,-33.23,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
2672,3024,4853,1999,3,2,49,3.52,49.32,15.21,30.43,0,0.0,0.0,18.79,38.75,19.96,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2673,3025,6405,1999,2,1,53,2.35,0.0,27.64,27.64,0,0.0,0.0,7.63,36.99,29.36,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2676,3029,2588,1999,0,4,42,35.23,91.83,12.39,49.57,0,0.0,0.0,251.29,280.64,29.36,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2677,3030,2687,1999,0,2,35,2.94,57.54,26.55,53.09,1,35.23,0.0,-18.2,46.38,64.58,Married,unemployed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2678,3031,3359,1999,0,4,33,1.17,116.25,11.48,45.92,0,0.0,0.0,16.44,57.54,41.1,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2679,3032,6375,1999,1,2,43,0.0,2.94,26.88,53.76,0,0.0,0.0,35.23,64.58,29.36,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2680,3033,5729,1999,0,4,46,8.22,137.39,15.39,61.57,0,0.0,23.48,34.64,75.74,41.1,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2682,3035,3391,1999,0,2,36,3.76,89.24,21.33,42.66,0,0.0,0.0,-30.88,-47.32,-16.44,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2683,3036,4858,1999,1,5,33,0.12,47.44,7.04,35.2,0,0.0,19.96,38.28,39.45,1.17,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
2685,3038,1489,1999,1,4,49,4.7,63.41,6.35,25.39,0,0.0,0.0,110.38,110.38,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2686,3039,2459,1999,3,3,54,1.76,14.8,10.32,30.95,0,0.0,0.0,107.44,189.64,82.2,Widowed,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
2687,3040,6008,1999,0,4,32,75.15,107.23,9.67,38.67,0,0.0,0.0,486.14,486.14,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2688,3041,1270,1999,0,4,32,1.17,35.81,6.96,27.83,0,0.0,0.0,18.79,47.56,28.77,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2689,3042,2741,1999,0,4,35,1.17,52.84,7.11,28.43,1,2.35,0.0,27.95,38.52,10.57,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2690,3043,987,1999,0,2,60,0.0,94.94,17.07,34.15,0,0.0,193.75,240.72,258.33,17.61,Married,employed,postGraduate,White,noneFinance,owner,High,No,60-80,1990s
2691,3044,5852,1999,0,1,35,1.17,76.33,21.5,21.5,0,0.0,0.0,4.11,4.11,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
2692,3045,5000,1999,2,3,33,1.76,113.31,16.34,49.02,1,23.48,0.0,-7.05,41.1,48.14,Married,employed,postGraduate,Latino,noneFinance,owner,High,No,20-40,1990s
2693,3046,1575,1999,0,4,35,0.0,8.22,12.77,51.1,0,0.0,0.0,-38.75,14.09,52.84,Married,employed,postGraduate,Latino,noneFinance,owner,High,No,20-40,1990s
2695,3048,4319,1999,8,4,44,0.0,106.89,12.18,48.71,1,95.11,0.0,259.27,514.08,254.81,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2699,3053,1229,1999,3,4,30,1.09,0.0,7.23,28.9,0,0.0,11.74,181.93,181.93,0.0,Separated,unemployed,college,White,noneFinance,renter,High,No,20-40,1990s
2703,3057,5208,1999,1,1,52,1.17,84.55,23.61,23.61,0,0.0,0.0,-1.17,-1.17,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2706,3060,3579,1999,0,3,47,11.74,76.33,13.65,40.94,0,0.0,0.0,105.68,204.32,98.64,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2707,3061,2954,1999,3,4,38,0.12,19.96,4.19,16.76,0,0.0,0.0,1.41,1.41,0.0,Separated,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
2708,3062,3084,1999,0,4,41,0.35,53.43,10.64,42.56,0,0.0,0.0,29.71,38.52,8.81,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2709,3063,5657,1999,0,1,55,2.35,17.61,7.48,7.48,0,0.0,0.0,8.22,102.16,93.94,Widowed,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2710,3064,5616,1999,1,5,36,5.87,52.84,5.2,25.98,0,0.0,0.0,27.59,69.87,42.27,Married,unemployed,college,White,noneFinance,owner,High,No,20-40,1990s
2713,3067,6696,1999,0,5,36,0.7,61.06,7.68,38.39,0,0.0,0.0,12.45,12.45,0.0,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2714,3068,6312,1999,6,4,34,1.17,108.03,9.93,39.71,0,0.0,0.0,5.87,22.88,17.01,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2715,3069,1250,1999,0,4,56,0.59,22.31,4.42,17.67,0,0.0,0.0,1.76,1.76,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2716,3070,2618,1999,1,4,32,1.06,37.58,4.37,17.48,0,0.0,0.0,53.9,71.51,17.61,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2717,3071,6777,1999,0,4,45,24.66,100.98,8.47,33.89,0,0.0,0.0,42.98,119.3,76.33,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2718,3072,6879,1999,2,4,44,11.74,30.53,16.32,65.27,1,35.23,11.74,171.44,311.17,139.73,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2719,3073,5076,1999,0,4,36,0.01,15.27,6.18,24.73,0,0.0,0.0,-0.69,-0.69,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
2721,3075,953,1999,1,2,44,0.17,18.23,11.56,23.12,0,0.0,0.0,0.76,0.76,0.0,Separated,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
2722,3076,2067,1999,0,3,36,29.36,139.15,7.07,21.2,1,58.71,105.68,254.34,377.64,123.3,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2726,3080,4012,1999,2,1,45,46.97,0.0,48.63,48.63,1,11.74,212.54,290.04,290.04,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
2727,3081,2919,1999,2,4,43,2.35,41.1,7.54,30.15,1,117.42,0.0,129.17,170.27,41.1,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2729,3083,1395,1999,1,3,48,0.0,0.0,9.47,28.4,0,0.0,70.45,98.64,210.19,111.55,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2730,3084,3041,1999,0,3,40,0.0,23.95,6.5,19.5,0,0.0,0.0,8.45,8.45,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2732,3086,1850,1999,0,1,50,0.59,0.0,20.51,20.51,0,0.0,0.0,114.96,166.62,51.67,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2734,3088,1501,1999,0,2,39,14.09,73.98,13.82,27.65,0,0.0,0.0,55.19,90.42,35.23,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
2736,3090,5283,1999,0,5,43,5.87,45.56,7.76,38.82,0,0.0,41.1,77.5,190.23,112.73,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2737,3091,6485,1999,0,3,40,1.53,67.59,20.05,60.15,1,5.87,0.0,722.98,758.21,35.23,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2738,3092,833,1999,0,3,57,0.59,17.61,5.45,16.35,0,0.0,0.0,6.46,182.59,176.14,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s
2739,3093,5324,1999,0,2,47,0.0,0.94,6.36,12.73,0,0.0,0.0,-1.76,-1.76,0.0,Separated,unemployed,college,Latino,noneFinance,renter,High,No,40-60,1990s
2740,3094,834,1999,0,1,46,0.18,1.76,3.1,3.1,0,0.0,0.0,-4.29,-4.29,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
2743,3097,1160,1999,0,4,46,0.0,52.84,15.63,62.52,0,0.0,0.0,295.91,401.59,105.68,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2744,3098,2474,1999,1,6,44,0.0,21.37,2.02,12.12,0,0.0,0.0,23.84,82.55,58.71,Separated,employed,highSchool,Latino,noneFinance,owner,Low,No,40-60,1990s
2749,3103,561,1999,2,5,30,0.0,28.89,4.11,20.53,0,0.0,0.0,-4.7,-4.7,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2750,3105,1582,1999,0,1,46,0.0,34.05,10.23,10.23,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,college,White,noneFinance,renter,High,No,40-60,1990s
2751,3107,1960,1999,0,4,40,4.7,76.91,10.62,42.49,1,17.61,17.61,896.77,922.6,25.83,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2752,3108,4741,1999,0,1,37,2.94,43.45,19.09,19.09,0,0.0,58.71,58.12,148.54,90.42,Divorced,employed,college,White,finance,owner,High,Yes,20-40,1990s
2754,3110,1963,1999,0,3,33,0.82,93.94,22.24,66.71,1,7.05,2.58,177.19,177.19,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2756,3112,4958,1999,0,2,46,0.06,82.2,14.83,29.65,0,0.0,0.0,-4.64,15.32,19.96,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2757,3113,1193,1999,1,5,44,1.17,38.63,6.36,31.8,0,0.0,8.22,31.47,64.35,32.88,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2758,3114,857,1999,1,5,39,0.0,39.57,8.06,40.32,0,0.0,1.17,-76.77,-76.77,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
2759,3115,622,1999,0,4,44,2.35,70.45,13.97,55.89,0,0.0,41.1,25.83,59.3,33.47,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
2760,3116,1355,1999,0,4,42,3.52,145.61,14.56,58.25,0,0.0,187.88,199.03,241.31,42.27,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
2762,3118,2437,1999,0,1,60,0.0,34.05,7.08,7.08,0,0.0,0.0,2.35,16.44,14.09,Widowed,retired,highSchool,White,noneFinance,owner,Low,No,60-80,1990s
2763,3119,1737,1999,1,6,31,0.03,7.05,3.98,23.89,0,0.0,0.0,-0.09,-0.09,0.0,Divorced,unemployed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
2764,3120,2374,1999,1,4,35,2.82,84.55,7.05,28.2,0,0.0,0.0,18.67,10.45,-8.22,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,20-40,1990s
2765,3121,4756,1999,0,1,60,0.94,38.75,17.53,17.53,0,0.0,0.0,13.86,13.86,0.0,Separated,employed,college,White,noneFinance,renter,High,No,60-80,1990s
2766,3122,4862,1999,1,9,37,1.76,7.05,5.23,47.09,1,0.08,0.0,10.06,10.06,0.0,Married,unemployed,college,White,noneFinance,renter,High,No,20-40,1990s
2767,3123,6703,1999,0,1,32,0.0,14.76,13.98,13.98,0,0.0,0.0,0.59,0.59,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
